Paris (75),,,Architecte Big Data,BLUESCALE,- Paris (75),"Vos domaines d interventions seront les suivants :
Analyse des besoins en relation avec les équipes métiers et participation à l avant-vente (POC, Maquettes, etc.)
Définition de stratégies architecturales de BDD Big data (modélisation, design et implémentation)
Proposition de scénarios, d'architectures et de plateformes en cohérence avec le besoin du client
Conception, développement d'architectures logicielles et techniques de plateformes Big Data
Identification, évaluation et recommandation auprès du client des outils et technologies adaptés à ses besoins
Création et optimisation des BDD Big Data
Optimisation technique et fonctionnelle des bases de données en termes de performance et de fiabilité
Maintenance et optimisation des systèmes mis en place
Conception et installation de mises à jour des logiciels de management de BDD Big Data
Installation et déploiement des clusters, des sauvegardes et des procédures de récupération des données
Rédaction de livrables et présentation des solutions proposées
Veille technologique continue
Profil :
Vous êtes Bac + 5 en informatique ou issu d une Ecole d'Ingénieur (Centrale, Mines, Telecom Paris, etc.) et êtes sensibilisé aux sujets analytiques (Data mining, Machine Learning, etc.).
Vous connaissez les outils informatiques liés au Big Data (Hadoop, Hive, Pig, Spark, etc.).
Vous possédez les qualités relationnelles et rédactionnelles d'un consultant. Rigoureux et précis, vous êtes à l'aise dans des démarches d'analyse de problématiques complexes.
Les missions proposées requièrent des compétences dans le domaine du traitement complexe de la donnée ainsi que de bonnes compétences informatiques, notamment en manipulation de bases de données. Vous êtes curieux et avez un goût pour l'innovation et les nouvelles technologies."
Paris 10e (75),,,Machine Learning Engineer - Serenity,Adevinta,- Paris 10e (75),"Company Description
Adevinta is a world leading online classifieds business that reaches more than 200 million people each month through our household name brands across 22 countries. Our brands include Leboncoin.fr, OLX, Vibbo.com, fotocasa, infojobs and Shpock to name a few.
Our brands are supported by tech hubs in Paris and Barcelona. Their goal is to develop common global product & innovation platforms which all of our brands can leverage; creating data and identity based ecosystems; empowering local entrepreneurs, delighting users, driving Adevinta's future growth and helping us achieve our mission of creating perfect matches on the world's most trusted marketplaces.
Image recognition is essential to many of the services we offer, for instance to understand what sellers are posting to our marketplaces and help buyers find specific items they are interested in. The image recognition team in Adevinta works with solving problems like these and many more.

Job Description
Team :
Serenity provides a common platform and tooling to Adevinta Marketplaces to review any kind of user generated content ensuring that things that get published are of high quality and not fraudulent. Engineers in our team work to make these millions of events going through our system so it gets reviewed both automatically by our services and manually by local moderators team.
This large data set is also one of the most diverse and rich data sets in the world with local moderators team labelling our data in each country. We also need to make our machine learning models eloquent so that our moderators get as much insight as possible when making a decision. You will be able to work with the latest data technologies and have the ability to see your insight turned into knowledge on an ongoing basis.
Responsibilities :
Develop highly scalable classifiers and tools leveraging machine learning, regression, heuristics, and rules-based models.
Code deliverables in tandem with the engineering team using the best development practices and tools
Adapt standard machine learning methods to best exploit our production environment
Communicate the best development practices within the organisation (i.e. code reviews, testing, etc)
Continuously monitor the quality of our models, design measurements to monitor their performance.
Keep on top of the latest and greatest developments in data science fields
Troubleshoot issues in production when things go wrong

Qualifications
Work experience in one or more of the following: NLP, pattern recognition, data mining, anomaly detection, time series predictions, fraud detection, deep learning.
Experience with delivering models from data exploration to production and the required technologies
Experience in systems software or algorithms
Knowledge in python
Strong analytical / problem solving skills
Experience with modern software development and systems tools like Git, Travis or similar
Excellent communication skills, verbal and written
Desirable
Experience with Docker, AWS, GCE, Kubernetes, Kafka and similar technologies
Cross group and cross culture collaboration
Git repo to coding competitions or contributions in open source repositories

Additional Information
Adevinta is an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status. If any of the above ticks your boxes, then why not Apply Now to find out more."
Suresnes (92),,,Expert Presales Data (Solution Engineer),Talend,- Suresnes (92),"WHO WE ARE:

Talend, a leader in data integration and data integrity, enables every company to find clarity amidst the chaos.

Talend Data Fabric brings together in a single platform all the necessary capabilities that ensure enterprise data is complete, clean, compliant, and readily available to everyone who needs it throughout the organization. It simplifies all aspects of working with data for analysis and use, driving critical business outcomes.

From Domino’s to L’Oréal, over 4,250 organizations across the globe rely on Talend to deliver exceptional customer experiences, make smarter decisions in the moment, drive innovation, and improve operations. Talend has been recognized as a leader in its field by leading analyst firms and industry publications including Forbes, InfoWorld and SD Times.

Talend is Nasdaq listed (TLND) and based in Redwood City, California.

We are hiring an Expert Pre-Sales Engineer (Solution Engineer) to continue to build a proactive, customer-facing organization that ensures customers are getting value from Talend’s products and solutions.

We are seeking an Expert Pre-Sales Engineer (Solution Engineer) to join the sales team and support the increasing demand from our direct sales teams. Our portfolio of products has expanded from purely Data Integration to include Data Quality (DQ), Master Data Management (MDM), Enterprise Service Bus (ESB), Big Data and Cloud.

The main responsibilities are to secure the “technical win” in growing our customer’s community and contribute to the enablement of our prospects during their selection process.
The Expert Pre-Sales Engineer (Solution Engineer) will have a focus on one of our Product practice such as Big Data or Enterprise Service Bus.
Key Job Functions Include:
Identifying business issues and relating them to Talend capabilities
Articulating Talend’s value proposition and differentiation at all levels within Enterprise Accounts
Engaging in and responding to RFI/RFP procurement processes
Qualifying opportunities
Building and delivering comprehensive customized demonstrations
Working within the sales team to own technical relationships with prospects from developer to CIO
Managing delivering Proof of Concepts (POC)
Demonstrating success at working both independently and as a valued team player
Excellent interpersonal and presentation skills
Managing a high number of concurrent active prospects
Ideally possessing 5+ years of pre-sales experience
Experience working complex multi-solution six figure deals
Key Skills:
Data Integration (ETL); experienced in Data Warehousing and Business Intelligence
Technical knowledge should include JAVA, SQL, XML, JSON, XSD, XSLT, and HTML
Big Data (Hadoop distributions and key technologies)
Data Quality (DQ)
Enterprise Service Bus (ESB)
Relational and NoSQL databases
Note that this is a hands-on role and requires the pre-sales engineer to install and configure the Talend software to meet the needs of the POC as defined and agreed with the customer.

AND NOW, A LITTLE ABOUT US:

Talend has received some pretty impressive accolades along the way:
""2018 Best Public Cloud Computing Companies To Work For"" by Glassdoor
Named a Leader for Data Integration Tools in the Gartner Magic Quadrant
Named a Leader in Big Data Fabric for the Forrester Wave
Ranked in the DBTA “100 Companies that Matter Most in Data”
Listed in the CRN Big Data 100 Companies

We are passionate about helping companies become more data driven; and, if we can be honest, we are all geeks at heart who pride ourselves on the vibrant company culture that we have built.

As a global employer, at Talend, we believe our success depends on diversity, inclusion and mutual respect among our team members. We seek to recruit, develop and retain the most talented people from a diverse candidate pool. We are committed to making all employment decisions on the basis of business need, merit, capability and equality of opportunity. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin."
Paris (75),,,Senior Data Privacy Counselor (F/M),AXA,- Paris (75),"The purpose is to ensure that the data privacy 1st line of Defense, in the hands of Chief Data Officers, is at the appropriate level as innovation and regulations evolve, with an operational focus on initiatives co-led by rev and AXA operating companies.

The main activities are to:
Manage data privacy implementation for joint rev & entity initiatives, in close collaboration with G.O. Compliance, rev and entity teams;
Follow-up and regularly communicate on evolution of regulation pertaining to data, specifically on geographies concerned by initiatives co-led by rev and AXA operating companies;
Drive continuous improvement for pro-actively balancing enforcement of these evolutions, implementation of innovation and AXA risk appetite.

Technical and professional skills:
At least a global 10 years’ experience in the implementation of data privacy regulation, notably GDPR, at a worldwide scale;
English - Fluent in speaking and writing.

Soft skills and competencies:

Able to interact with a vast variety of stakeholders: business, compliance, developers, data managers, project managers;
Strong problem-solving skills;
Result oriented;
Self-motivated, proactive, future looking, and able to work in a complex organization;
Leadership, influence and conflict resolution;
Team player in a multi-cultural work environment, able to see the big picture as well as deep dive into details when necessary."
Boulogne-Billancourt (92),,,Architecte Data-(H/F),Boursorama,- Boulogne-Billancourt (92),"Vos missions au quotidien
Boursorama recherche un Architecte Data (H/F).
Au sein d’une équipe d’experts de la data (Architecte Data et système, DataScientist, statisticien, data engineer, Key user métier, analyste et expert en reporting), vous êtes en charge de :
Participer à la mise en place de nouvelles briques technique,
Assurer la performance des plateformes,
Réaliser de la veille technologique,
Travailler dans une approche ops avec les équipes d’architecture système,
Industrialiser les tâches dans une optique d’intégration continue,
Garantir la qualité des livraisons,
Définir les best practice de développement.
Vous définissez les standards relatifs à la nature des données, leur collecte, leur qualité, leur traitement et leur mode de stockage pour en assurer une utilisation optimale en tenant compte des contraintes de sécurité et de gouvernance.
Vous avez une position de prescripteur au sein de la DSI, notamment au travers des comités d’architecture, en proposant et concevant une architecture de données ergonomique et évolutive.
Il peut être amené à échanger avec le top management et dispose d’excellentes capacités de synthèse et communication écrite et orale.
Vous intégrez l'Equipe Data pour :
Accompagner Boursorama dans sa croissance et la mise en œuvre de sa roadmap,
Rejoindre une équipe de 20 personnes dynamiques et passionnées par la data,
Porter l’approche Datadriven et piloter la transformation du SI data,
Collaborer sur tous les domaines d’activité data : BI et analytique, big data, Datascience et IA, master data management et qualité des données,
Travailler dans un contexte agile,
Porter des approches novatrices,
Intervenir sur des sujets et métiers transverses : Marketing, risque, finance / banque, bourse, média.
Vos missions principales sont les suivantes :
Architecture
Garant de l’architecture data de Boursorama,
Design de solutions Big Data et de Solutions analytique temps réel - Datalake,
Maîtrise des architectures distribuées,
Modélisation de données,
Maîtrise des approches devops et continious delivery (Jenkins, nexus …),
Maîtrise de docker,
Exploitation technique et pilotage de solution en condition de production,
Exploitation de référentiel et qualité de données.
Compétences techniques
Expert en développement sur au moins un des langages suivants : Scala - Java,
Expert sur la technologie Spark (batch et streaming),
Expert sur la technologie Kafka,
Maitrise de l’écosytème Hadoop (HDFS, Hive …),
Maitrise de la suite Elastic Search,
Maitrise en modélisation de base NO SQL (Type Cassandra),
Connaissances des bases de données graphes (Type Janus graph),
Industrialisation de projet à composante statistique (IA, Machine / Deep Learning),
Connaissances avancées sur au moins un portail analytique du marché (Type Tableau).
Gestion de projet
Maitrise de la gestion de projet agile,
Organisation de Comités (Projet, Pilotage…) et présentations,
Participe à la négociation avec les éventuels sous-traitants,
Assure la coordination de l’ensemble des acteurs et rend compte de l’avancement.
Et si c’était vous ?
Diplômé d’une école d’ingénieurs avec une expérience d’au moins 5 ans sur un poste de tech lead / architecte
Vous disposez d’excellentes capacités de synthèse et d’une bonne communication écrite et orale.
Vous êtes flexible, agile, orienté solutions et resultats et aimez travailler en équipe.
Proactif, passionné par le traitement de données et les nouveaux usages, à l’écoute des évolutions technologiques et des approches actuelles, venez rejoindre notre équipe dynamique et motivée !
Pourquoi nous choisir ?
Avec son double positionnement unique de banque-média, Boursorama est leader, en France, sur trois métiers : la banque en ligne, le courtage en ligne, et ’information économique et financière sur Internet avec le portail Boursorama.com.
Après avoir atteint, en 2019, son objectif de 2 millions de clients avec un an d’avance, Boursorama s’est lancé un nouveau challenge : dépasser les 3 millions à horizon 2021.
L’entreprise, filiale à 100 % de Société Générale, compte plus de 800 collaborateurs. En devenant l’un d’eux, vous prendrez part à une aventure professionnelle enrichissante, placée sous le signe de la croissance !
Vous rejoignez notre Direction des Systèmes d’Information, composée de talents IT passionnés par leur métier : ingénieurs, architectes ou encore chefs de projet.
Leur mission principale ? Développer des solutions innovantes qui optimisent chaque jour la relation de nos clients avec leur banque.
En bref, l’IT de Boursorama, ce sont des technos de pointe, des projets et de l’innovation.
Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise.
Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, parentalité, origine ethnique, nationalité, identité sexuelle ou de genre, orientation sexuelle, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.
Référence: 19000MZW
Entité: Boursorama
Date de début: Immédiat
Date de publication: 02/04/2020"
Paris 12e (75),,,Architecte Data - H/F,Keolis,- Paris 12e (75),"Systèmes d'Information

Avec plus de 15 milliards de requêtes par an, Kisio Digital, filiale numérique du Groupe Keolis, est un acteur majeur de la mobilité. Les trois grands domaines d’intervention de Kisio Digital portent sur la recherche d’itinéraire multimodal en temps-réel ; l’achat de titres de transport dématérialisés et le mobile-ticketing. Sa vision de la mobilité : permettre à chacun de se déplacer plus facilement, plus agréablement et avec le moins d’emprise possible sur la planète. C’est ce qu’on appelle la responsive locomotion ! Kisio Digital travaille continuellement à l’amélioration des algorithmes qui permettent de calculer les meilleures solutions d’itinéraire en tenant compte du contexte et des préférences du voyageur. Pour répondre à ces enjeux, Kisio Digital réalise des applications mobiles, des sites web et des SDK basés sur son API www.navitia.io . Cette plateforme propose des services numériques de mobilité dans le monde entier. Elle rassemble une communauté de 20 000 développeurs ! Kisio Digital va désormais lancer des services à l’étranger. Rejoignez-les !

Missions

L’idée est de piloter la mise à jour quotidienne de centaines de jeux de données de natures différentes (OpenStreetMap, GTFS de Paris, de New-York ou d’Accra, vélo en libre services, etc.) ; de les corriger, de les améliorer, de les standardiser ; puis de les mixer avec des centaines de flux temps réel par seconde pour finalement les intégrer dans nos systèmes afin de répondre aux 15 milliards de requêtes annuelles. Et surtout, ne jamais avoir pas peur ™.

Vous êtes membres d’une équipe ayant pour mission de piloter les évolutions du produit de collecte, mise en qualité et redistribution des données manipulées dans l’entreprise, accompagné par une équipe composée de développeurs et d’un architecte technique.

Vous avez en charge les missions suivantes :
Définir et estimer les évolutions requises par les projets de nos clients
Définir la roadmap produit court terme et accompagner la définition de la stratégie globale
Synthétiser les besoins des parties prenantes et en déduire des évolutions produit pertinentes
Concevoir et/ou faire évoluer les modèles métier de gestion de données
Suivre et accompagner les évolutions produit et la réalisation des projets
Faire de la veille sur les données de mobilité et les différents formats d’échange
Accompagner les différentes équipes de l’entreprise sur leurs besoins en données

Profil

Hardskills
Maîtrise d’au moins un langage de manipulation de données (python, R, SQL)
Utiliser Linux ne vous fait pas peur
Vous savez explorer la donnée et en tirer des conclusions
Maîtrise d'une base de données relationnelle (PostGreSQL, c’est bien.) mais aussi connaissance d'une base de données non relationnelle (MongoDB ou autre)

Softskills
Esprit de synthèse et rédaction de documentation. Parce qu’il en faut.
Anglais courant, et veille technique dans la langue de Shakespeare.
Et surtout, vous êtes autonome tout en appréciant le travail en équipe. Vous préférez convaincre qu’imposer."
Poissy (78),CDI,,Data engineer H/F,PSAPeugeotCitroen,- Poissy (78),"Au sein de la DSI, le Data engineer est en étroite relation avec les directions métiers, il définit, construit et industrialise des solutions mettant en œuvre une masse importante de données tout en garantissant la sécurité de celles-ci. Il met en place la collecte, le stockage et l'exploitation de ces données pour les besoins des datascientist ou des applications de reporting ou de BI demandées par les directions métiers de l'entreprise. C'est le premier acteur de la chaine de traitement de la data. Il travaille en collaboration avec les développeurs, les datascientists et les experts des différents métiers de l'entreprise.
Principales actions :
Il met en place des architectures BigData efficientes pour rendre exploitable la donnée et répondre aux besoins des différents projets
Il collabore avec les data scientist pour concevoir et industrialiser les modèles (mise à disposition de donnée, qualité, restitution des résultats)
Il met à disposition des data analyst des données prétraitées ou mises en forme
Il industrialise, automatise les flux d'alimentation de données
Il assure le niveau de performance du traitement des données en fonction des exigences métier (batch ou temps réel) et leur intégrité.
Il document les chaines de traitement (data lineage)
Il assure une veille technologique régulière sur les nouveautés des infrastructures Big Data
Il est force de proposition sur les solutions proposées
Profil
Bac +5 Ecole d'ingénieur, master en Informatique, 1 ou 2 ans d'expérience dans le Big data ou le traitement des données (ETL, BI, …)
Bonnes compétences en programmation python
Utilisation de notebooks (Jupyter)
Connaissance en SQL et NoSQL (Oracle, Hbase, Cassandra, MongoDB)
Sensibilité à l'approche DevOps
Maitrise de git et des concepts généraux du versionning (Git, Github)
Maitrise des architectures distribuées, et du fonctionnement de l'environnement BigData (Hadoop, Spark, Hive, Pig, Impala)
Connaissance de technologies temps réel (Spark Streaming, Kafka)
Utilisation des plateformes Unix, maitrise du shell
Capacité à communiquer avec les équipes métiers et à analyser les besoins
Anglais courant (le groupe est international)
Localisation du poste
Pays
Europe, France, Ile-de-France, Yvelines (78)
Ville
Poissy
Critères candidat
Niveau d'expérience min. requis
5 à 10 ans
Langues
Anglais (C1 - Courant (3,5 - 4,4 Bright))"
Chilly-Mazarin (91),,,Sr. Data Scientist - Medical Imaging and Deep Learning ( M/F),Sanofi,- Chilly-Mazarin (91),"About the Company :
Sanofi is a global life sciences company committed to improving access to healthcare and supporting the people we serve throughout the continuum of care. From prevention to treatment, Sanofi transforms scientific innovation into healthcare solutions, in human vaccines, rare diseases, multiple sclerosis, oncology, immunology, infectious diseases, diabetes and cardiovascular solutions and consumer healthcare. More than 110,000 people in over 100 countries at Sanofi are dedicated to make a difference on patients’ daily life, wherever they live and enable them to enjoy a healthier life.
As a company with a global vision of drug development and a highly-regarded corporate culture, Sanofi is recognized as one of the best pharmaceutical companies in the world and is pioneering the application of Artificial Intelligence (AI) in the R&D organization including drug discovery, chemical manufacturing and control, translational research, clinical development, and regulatory document management and submission. Details of the organization and the company’s mission and goals can be found on our website ( https://www.sanofi.fr/ ).
Job Overview:
Artificial Intelligence (AI) and Machine Learning (ML) algorithms can significantly speed up drug discovery and shorten the time-to-market for drug development thereby creating better medicines that save lives. AI and Deep Analytics (AIDA) is a critical group in Digital and Data Science (DDS) focused on applications of AI/ML and Deep Learning (DL) in biologics drug discovery; image processing and computer vision (CV) for digital pathology, natural language processing (NLP) for sequence analysis, language modeling, and deep understanding of documents; wearable devices for digital clinical trials; IoT for bioprocess manufacturing; and Bioinformatics.
Image Segmentation, Classification, and Processing has broad applications in the pharmaceutical industry, particularly, in Digital Pathology (DP) applied to medical images of cancer patients as well as patients suffering from neurodegenerative diseases. This involves modeling and characterization of properties of images of tumors that can be effectively used for both personalized treatment of cancer patients (Precision Oncology), or monitoring the progress of status of clinical trials. Manual processing of pathology images by a Subject Matter Expert (SME) takes a relatively long time (e.g. a few weeks per image). This significantly limits evaluation of large number of images during a late-stage clinical trial. To overcome this limitation, novel deep learning-based image processing algorithms need to be utilized to speed up the process greater than 10 fold and reduce both the cost and length of such clinical trials. At the level of an individual patient, the baseline diagnosis can be done significantly faster.
We are looking for a Senior Data Scientist with a strong background in histopathalogy, bioimaging, high-resolution microscopy, cell microscopy , image processing, and deep learning in our AI and Deep Analytics (AIDA) group at the Digital and Data Science (DDS) organization of Sanofi R&D. The candidate will directly report to the Global Head of AI and Deep Analytics at Sanofi R&D. The head of AIDA is an experienced Data Scientist with a PhD and Master’s degree from MIT in Electrical Engineering and Computer Science and over 25 years of experience in machine learning.
The responsibilities of the senior data scientist in AI and Deep Analytics will include:
Applying AI/ML for modeling and embedding of biological sequences and classification, clustering, visualization, and prediction of properties of large datasets of sequences.
Close interactions with data engineers, subject matter experts (SMEs), and business stakeholders
Update and report relevant results to interdisciplinary project teams and stakeholders
Maintain a keen awareness of developments in data and cloud infrastructures and state-of-the-art of AI/ML/DL algorithms and research results
Evaluate and coordination of both academic and startup collaborations
Qualifications & Requirements:
A PhD degree in Computer Science, Electrical Engineering, Applied Mathematics, or Physics with an emphasis on machine learning and deep learning
3+ years industry experience with a strong record of accomplishments and project experience in applications of AI/ML
Strong familiarity with Deep Learning, neural network architectures including CNNs, RNNs, Embeddings, Transfer Learning, Attention-based Networks, and Variational Autoencoders.
Familiarity with Data Visualization tools/libraries and dimensionality reduction algorithms
Proficient in Python, SQL, and NoSQL databases
Familiarity with deep learning libraries such as PyTorch, TensorFlow, Keras, OpenCV
The ability to work with APIs and multi-GPU machines on the cloud
A change agent with a combination of business, science & technology, and diplomatic skills
At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.
As part of its diversity commitment, Sanofi is welcoming and integrating people with disabilities."
Suresnes (92),,,Senior Data Ops Engineer,Talend,- Suresnes (92),"WHO WE ARE:

Talend, a leader in data integration and data integrity, enables every company to find clarity amidst the chaos.

Talend Data Fabric brings together in a single platform all the necessary capabilities that ensure enterprise data is complete, clean, compliant, and readily available to everyone who needs it throughout the organization. It simplifies all aspects of working with data for analysis and use, driving critical business outcomes.

From Domino’s to L’Oréal, over 4,250 organizations across the globe rely on Talend to deliver exceptional customer experiences, make smarter decisions in the moment, drive innovation, and improve operations. Talend has been recognized as a leader in its field by leading analyst firms and industry publications including Forbes, InfoWorld and SD Times.

Talend is Nasdaq listed (TLND) and based in Redwood City, California.

As part of its growth, Talend is hiring a Senior DataOps engineer for the R&D Lab team based in Suresnes, France. This new role in the Lab team will contribute to accelerating the industrialization of machine learning applications developed by the Lab team and the Applications teams. You will help the team by delivering the appropriate data, with the expected quality and with respect of the privacy and security constraints. You will establish governance discipline, such as data lineage tracking.
Responsibilities :
Maintain and automate data operations
Work with the Cloud Application teams, the SRE team to locate and identify the required data for the Lab machine learning engineers.
Work with the Data Lake team to design the Cloud data architecture
Develop tools, frameworks and methods to ensure high quality data pipelines
Work with SRE team to develop appropriate infrastructures for data lake and machine learning pipelines
Bring best practices of CI/CD into the Lab team
Promote the DataOps culture to the teams
Manage and deploy internal and external monitoring/alerting solutions
Apply Agile development principles to data pipelines
Skills and Experience
3 years experience as Data Ops or Data Engineer or DevOps (SRE)
Good knowledge of Cloud providers (Amazon AWS, Microsoft Azure, Google Cloud Platform)
Good knowledge of Python, Java, Shell script
Knowledge of Kubernetes
Knowledge of Spark clusters, execution of Spark jobs
Knowledge of Airflow, MLFlow, Kubeflow or another ML lifecycle pipeline framework
Knowledge of CI/CD tools (Jenkins...)
Knowledge of Terraform
Easy communication with various profiles (engineering managers, devops, developers, data scientists...) in the company
Background in Data science, Data mining, Multivariate statistics, Machine learning
Familiar with data analysis tools such as Tableau
Excellent problem solving and communication skills
Ability to communicate effectively and clearly in English, both verbally and in writing.
Experience in working within a distributed & international agile team environment.
Join a passionate team and work with the latest cloud native approaches and technologies (K8S, Docker, Kafka, Terraform, AWS, Azure to name a few)
A challenging but rewarding environment with international scope

AND NOW, A LITTLE ABOUT US:

Talend has received some pretty impressive accolades along the way:
""2018 Best Public Cloud Computing Companies To Work For"" by Glassdoor
Named a Leader for Data Integration Tools in the Gartner Magic Quadrant
Named a Leader in Big Data Fabric for the Forrester Wave
Ranked in the DBTA “100 Companies that Matter Most in Data”
Listed in the CRN Big Data 100 Companies

We are passionate about helping companies become more data driven; and, if we can be honest, we are all geeks at heart who pride ourselves on the vibrant company culture that we have built.

As a global employer, at Talend, we believe our success depends on diversity, inclusion and mutual respect among our team members. We seek to recruit, develop and retain the most talented people from a diverse candidate pool. We are committed to making all employment decisions on the basis of business need, merit, capability and equality of opportunity. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin."
Paris (75),,,Data Sciences Specialist (M/W),Danone,- Paris (75),"DANONE SA in Corporate is looking for a Data Sciences Specialist - L8 (M/W) in Paris.
Each time we eat and drink, we vote for the world we want to live in.

Danone’s mission is Bringing health through food to as many people as possible and we want to invite people to join the movement for a healthier world. We recognize the power people have to impact the world through their daily choices. Healthy food needs a healthy planet, and this is what our new signature One Planet One Health embodies.
THE CONTEXT
To support Danone’s top-level ambition to adopt a data-enabled organization, we are building a team in Paris to be the “Data analytics and AI center of Excellence”. Our ambition is to become the data science talent hub for all Danone in Europe. This team will be part of the new Chief Data Office at Danone promoting data as an asset and covering fields such as data science, data governance, data transformation and master Data Management.

Our target team is a picture of diversity and inclusiveness. In Data analytics and AI team, we are starting today with a team of 6 people coming from various backgrounds with 47 cumulated years of passion for data and we want to build an enthusiastic, highly-skilled and delivery-oriented team from a mix of junior, senior, team leader & expert profiles.

Your mission, as a Senior data scientist, will be to promote a new data mindset by delivering state of the art, pragmatic, and creative data science solutions to answer complex business problems. Our target is to work for all of Danone’s businesses and address topics such as demand/supply forecasting, commodity pricing, milk collection optimization, marketing optimization and environmental impact reduction.
Joining us will be an exciting adventure as we are starting today with a team of 6 people coming from pharma, FMCG, banking, consulting, airlines, automotive industry background with accumulated 47 years of data passion.
Finally, as the data office team is international, you will have the chance to be part of an international fellowship of data scientists.
ABOUT THE JOB

Oversee from a technical point of view the activities of the junior data scientists over a data domain
Provides advanced expertise on statistical and mathematical concepts for the broader Data Analytics and AI team and data sciences fellowship.
Collaborate with business partners & data project leaders to identify business needs and translate them into actionable measures.
Support the implementation of these solutions.
Implement ETL workflows, Data Mining/Wrangling to make data useable and understandable for other Data Scientists or business teams.
Apply state-of-the-art algorithms and predictive models (Machine Learning/Deep Learning) to answer business problems.
Share results with technical and business teams (Data Visualization).
Build & improve team’s knowledge, processes and best practices.

ABOUT THE CAREER PATHS

Trainings and certifications possibilities will be given as part of the onboarding and continuous development process
Career opportunities will be built internationally and across Worldwide Business Units (WBUs) and across fields.
ABOUT YOU

More than 6 years of experience in Data Science within a fast-paced and complex business setting, preferably working as a Senior Data Scientist.
A MSc, PhD or other Advanced Degree in a field linked to computer science, applied mathematics, statistics, machine learning, or closely related fields
Experience in Fast-Moving Consumer Goods (FMCG) industry is a plus
Ability to manage complexity and to work under pressure
Rigor, methodical and structured approach
Ability to work in an international environment
Good interpersonal skills and team spirit
Fluent English is a must

ABOUT YOUR SKILLS

We are looking for people having several technical skills among the followings:

Programming: Python, R, SQL, Git
Databases: Relational/Non-relational databases
Modeling : Advanced Statistical Analysis, regressions, Gradient Boosting, Random Forest, Neural Netwok
Viz’: Power BI and MicroStrategy
Infrastructure: Cloudera HDFS, AWS, Docker, CI/CD
Data Science tools/modules : Jupyter Notebook, Databrick, ML Flow

Experience in all or several parts of Advanced Analytics process will be challenged:
Explore the potential of a raw data set
Build relevant and performant models and analyses
Automate workflows
Scale, deploy and monitor industrialized projects
Consistency of approach for a data domain/portfolio of projects

Mandatory skills:
Substantial experience working on full-life cycle data science project
Knowledge of agile development methodologies and tools:
SCRUM methodology
Flexibility and iterative way of working
Experience with Jira/Trello/ Asana solutions
Ability to meet tight deadlines and work in an environment with multiple priorities.
Excellent written and verbal communications skill. In particular, a strong proven ability to communicate statistical and modeling results in a clear manner.
If we just described your profile, please click the “apply now” button and upload your CV!

DANONE AND ITS BRANDS

Mix 75g of Activia, 130g of a small Blédina pot, 50cl of an Evian bottle and add a drop of Fortimel ... you get 4 brands representing the 4 divisions of the Danone group: Fresh Dairy Products and Vegetables (Activia, Danette, Actimel, Alpro, etc.), Waters (Evian, Badoit, Volvic, Salvetat), Medical Nutrition (Fortimel, etc.), and Infant Nutrition (Blédina, Gallia).
All these brands are worn by 100,000 Danoners in the World. Don’t wait, vote for the world you want to live in and join the movement!

A LITTLE TASTE?

Need advice on applying?
Follow our Danoners and our brands on Instagram, Facebook, Linkedin, Twitter
An overview of the premises: our head office in Paris and the new headquarters of Blédina in Limonest
What our trainees / alternates think about us: Happy Trainees # 4
Learn more about our jobs on Jobteaser.

140845
#LI-FR"
